id,date,content,url,likes,retweets,reply_count,hashtags,media_type,media_url,media_path
s608437461602213889,2015-06-10 00:56:09+00:00,"Showing some #CordlessPower at #Strut2015 in #NOTL, Ontario. http://t.co/8A6jtxEJG3",https://twitter.com/Dyson/status/608437461602213889,6,6,2,"['CordlessPower', 'Strut2015', 'NOTL']",photo,https://pbs.twimg.com/media/CHGapYEW0AEx6Do?format=jpg&name=large,Dyson_media/s608437461602213889.jpg
s606493610469675009,2015-06-04 16:11:59+00:00,We’ve put Airblade™ technology to the test again. Which would you rather use? #CleanHands http://t.co/ndABWDdTUe http://t.co/b0z0h6dty7,https://twitter.com/Dyson/status/606493610469675009,26,17,8,['CleanHands'],photo,https://pbs.twimg.com/media/CGqyuXnXIAAW93B?format=png&name=large,Dyson_media/s606493610469675009.jpg
s606108492957655041,2015-06-03 14:41:40+00:00,Other hand dryers can blow nasties onto your hands. Ours are different. #CleanHands For proof: http://t.co/ndABWDdTUe http://t.co/2sAJuDz6Tb,https://twitter.com/Dyson/status/606108492957655041,18,11,6,['CleanHands'],photo,https://pbs.twimg.com/media/CGlUdj_UIAA2QiE?format=png&name=large,Dyson_media/s606108492957655041.jpg
s606053007059505152,2015-06-03 11:01:11+00:00,Watch @slackalicebeer with @EamonnHolmes &amp; @RuthieeL on keeping cool now! http://t.co/qYZKDKLqNZ,https://twitter.com/Dyson/status/606053007059505152,1,1,0,,photo,https://pbs.twimg.com/media/CGkh_A2WwAEaCKN?format=jpg&name=large,Dyson_media/s606053007059505152.jpg
s606026695863369728,2015-06-03 09:16:38+00:00,We're excited to be with @slackalicebeer on @itvthismorning talking about all things keeping cool this #Summer. http://t.co/xhtAAt0BjO,https://twitter.com/Dyson/status/606026695863369728,5,9,1,['Summer'],photo,https://pbs.twimg.com/media/CGkKDgyXIAA4UU5?format=jpg&name=large,Dyson_media/s606026695863369728.jpg
s605452954326470656,2015-06-01 19:16:47+00:00,Nuclear powered vacuums? Not likely! See what other predictions didn't come true @Independent http://t.co/iX2EJNPs5w http://t.co/0DkRNZyj7q,https://twitter.com/Dyson/status/605452954326470656,2,5,0,,photo,https://pbs.twimg.com/media/CGcAQObWQAA0tLm?format=png&name=large,Dyson_media/s605452954326470656.jpg
s605373160884715520,2015-06-01 13:59:43+00:00,You’re not alone in the bathroom. The air can contain nasty bacteria. Get #CleanHands. http://t.co/Bxj4LjODfh http://t.co/BKbk5mBCjK,https://twitter.com/Dyson/status/605373160884715520,24,28,6,['CleanHands'],photo,https://pbs.twimg.com/media/CGa3rpDWQAAoaid?format=png&name=large,Dyson_media/s605373160884715520.jpg
s605371210009079808,2015-06-01 13:51:58+00:00,Not your typical smart watch - wristbands that tell you when you've had your daily dose of sun http://t.co/02w9sFm5Wu http://t.co/auOCSOaSyO,https://twitter.com/Dyson/status/605371210009079808,4,6,0,,photo,https://pbs.twimg.com/media/CGa16DBWcAAIsn_?format=png&name=large,Dyson_media/s605371210009079808.jpg
s604657480162021377,2015-05-30 14:35:51+00:00,"Team Dyson back out to support @bathrugby in the #premfinal - here's to keeping our eye on the ball, come on boys! http://t.co/rEQQYG2jDr",https://twitter.com/Dyson/status/604657480162021377,1,2,0,['premfinal'],photo,https://pbs.twimg.com/media/CGQsxkJWoAEMxrx?format=jpg&name=large,Dyson_media/s604657480162021377.jpg
s604648965494214656,2015-05-30 14:02:01+00:00,"A key trait we share with @bathrugby is perseverance, let's keep powering on in the #premfinal boys. http://t.co/lWMYbYDwfq",https://twitter.com/Dyson/status/604648965494214656,1,3,0,['premfinal'],photo,https://pbs.twimg.com/media/CGQlB8uWQAAD9BR?format=jpg&name=large,Dyson_media/s604648965494214656.jpg
